country,age,is_mobile,source,converted
UK,52,0,Ads,1
UK,54,0,Ads,1
UK,32,1,Ads,1
UK,47,1,Seo,1
UK,56,0,Seo,1
UK,22,0,Ads,1
UK,38,0,Seo,1
UK,34,0,Seo,1
France,46,0,Seo,1
France,41,0,Direct,1
Ireland,53,0,Direct,1
Ireland,47,1,Seo,1
UK,42,0,Ads,1
UK,26,0,Ads,1
UK,40,0,Seo,1
Ireland,42,0,Ads,1
Ireland,48,0,Ads,1
UK,33,0,Direct,1
UK,48,0,Ads,1
UK,37,0,Ads,1
UK,48,0,Seo,1
UK,28,0,Seo,1
UK,70,0,Seo,1
UK,37,1,Direct,1
France,56,0,Ads,1
France,35,1,Seo,1
UK,42,1,Ads,1
Ireland,35,0,Seo,1
UK,55,0,Seo,1
UK,36,1,Ads,1
UK,40,0,Direct,1
Ireland,31,1,Ads,1
UK,50,0,Seo,1
UK,41,1,Seo,1
Ireland,36,0,Ads,1
UK,27,0,Seo,1
UK,26,0,Seo,1
Ireland,57,1,Direct,1
UK,49,0,Seo,1
UK,47,0,Ads,1
UK,43,1,Direct,1
UK,50,0,Ads,1
UK,25,1,Ads,1
Ireland,44,1,Direct,1
France,61,0,Ads,1
UK,37,0,Ads,1
Ireland,50,0,Seo,1
UK,22,1,Ads,1
UK,28,1,Ads,1
UK,42,0,Ads,1
NA,39,1,Ads,1
Ireland,26,0,Seo,1
UK,31,0,Seo,1
UK,42,0,Direct,1
Ireland,33,0,Ads,1
UK,22,0,Seo,1
Ireland,38,0,Ads,1
Ireland,47,1,Seo,1
UK,56,0,Ads,1
UK,22,0,Ads,1
UK,34,0,Direct,1
UK,44,0,Direct,1
Ireland,48,0,Seo,1
Ireland,41,1,Seo,1
UK,45,0,Seo,1
UK,28,1,Seo,1
UK,33,1,Ads,1
UK,42,0,Ads,1
UK,42,1,Seo,1
UK,39,0,Seo,1
UK,22,1,Seo,1
UK,42,0,Seo,1
UK,29,0,Ads,1
Ireland,32,0,Direct,1
Ireland,27,0,Seo,1
UK,56,0,Ads,1
Ireland,57,0,Direct,1
Ireland,27,1,Ads,1
Ireland,43,0,Seo,1
Ireland,28,0,Direct,1
UK,56,1,Seo,1
UK,41,1,Ads,1
UK,44,0,Seo,1
UK,41,1,Seo,1
UK,40,0,Ads,1
UK,36,0,Seo,1
UK,42,1,Seo,1
Ireland,30,1,Direct,1
Ireland,38,0,Ads,1
Ireland,44,0,Seo,1
Ireland,45,1,Seo,1
UK,30,1,Seo,1
UK,39,1,Seo,1
Ireland,53,1,Ads,1
France,44,0,Direct,1
UK,58,1,Direct,1
UK,53,0,Direct,1
UK,29,0,Direct,1
UK,48,1,Seo,1
Ireland,43,0,Ads,1
UK,31,0,Seo,1
Ireland,48,0,Ads,1
UK,41,0,Seo,1
UK,31,0,Seo,1
UK,56,0,Seo,1
UK,51,0,Seo,1
Ireland,40,0,Ads,1
UK,53,0,Direct,1
UK,50,1,Direct,1
Ireland,24,0,Seo,1
Ireland,33,0,Direct,1
Ireland,46,1,Seo,1
UK,35,0,Seo,1
UK,56,0,Seo,1
UK,32,0,Direct,1
UK,77,1,Direct,1
Ireland,44,0,Seo,1
UK,24,0,Ads,1
UK,46,1,Seo,1
UK,30,0,Seo,1
UK,58,0,Seo,1
UK,40,0,Ads,1
France,52,0,Seo,1
UK,59,0,Seo,1
UK,38,0,Seo,1
Ireland,48,0,Seo,1
France,37,0,Seo,1
NA,27,1,Ads,1
Ireland,65,1,Seo,1
UK,32,0,Ads,1
UK,26,0,Direct,1
France,51,0,Seo,1
UK,53,0,Seo,1
Ireland,42,0,Ads,1
UK,38,0,Ads,1
UK,29,1,Seo,1
UK,46,0,Direct,1
UK,44,0,Direct,1
UK,43,0,Seo,1
UK,59,0,Ads,1
UK,62,1,Seo,1
UK,52,0,Ads,1
UK,59,0,Ads,1
UK,55,0,Direct,1
Ireland,30,0,Ads,1
UK,34,0,Seo,1
UK,50,0,Seo,1
UK,43,0,Ads,1
UK,50,1,Ads,1
UK,52,0,Ads,1
UK,44,1,Ads,1
Ireland,46,0,Ads,1
Ireland,41,1,Direct,1
UK,29,0,Seo,1
UK,30,1,Seo,1
Ireland,25,0,Seo,1
UK,21,1,Direct,1
Ireland,31,1,Seo,1
UK,54,1,Ads,1
UK,29,0,Seo,1
UK,53,0,Seo,1
UK,46,0,Direct,1
UK,49,0,Seo,1
France,33,0,Direct,1
UK,53,1,Ads,1
UK,75,0,Seo,1
France,24,0,Seo,1
UK,44,0,Seo,1
UK,54,1,Ads,1
Ireland,68,0,Seo,1
UK,40,0,Direct,1
UK,62,0,Seo,1
UK,45,1,Ads,1
UK,30,0,Seo,1
Ireland,27,0,Direct,1
UK,44,0,Seo,1
UK,53,0,Seo,1
UK,30,0,Direct,1
UK,31,0,Ads,1
UK,21,0,Seo,1
UK,33,0,Ads,1
UK,40,0,Ads,1
Ireland,53,1,Seo,1
Ireland,49,1,Ads,1
UK,39,0,Seo,1
UK,34,0,Seo,1
Ireland,31,1,Seo,1
Ireland,37,1,Ads,1
Ireland,22,0,Direct,1
UK,43,0,Direct,1
UK,34,0,Seo,1
Ireland,35,1,Ads,1
UK,40,1,Ads,1
UK,60,0,Seo,1
UK,42,1,Seo,1
UK,34,0,Seo,1
UK,52,1,Direct,1
UK,25,1,Seo,1
Ireland,45,0,Ads,1
Ireland,44,0,Ads,1
France,56,1,Ads,1
France,41,0,Seo,1
Ireland,30,0,Direct,1
Ireland,31,0,Seo,1
UK,23,0,Seo,1
UK,31,1,Ads,1
UK,35,0,Seo,1
UK,50,0,Seo,1
UK,31,0,Direct,1
Ireland,29,0,Ads,1
UK,38,0,Seo,1
UK,50,0,Seo,1
Ireland,22,0,Seo,1
Ireland,32,1,Ads,1
UK,60,0,Seo,1
UK,56,0,Seo,1
UK,63,0,Ads,1
France,44,0,Direct,1
UK,53,0,Ads,1
UK,49,0,Direct,1
Ireland,49,0,Seo,1
UK,29,0,Seo,1
UK,17,1,Seo,1
UK,27,0,Seo,1
France,26,1,Seo,1
UK,58,1,Direct,1
UK,53,0,Seo,1
UK,46,1,Ads,1
UK,48,0,Seo,1
UK,47,0,Ads,1
France,31,0,Seo,1
Ireland,49,1,Ads,1
UK,31,0,Ads,1
Ireland,42,0,Seo,1
UK,38,0,Direct,1
France,28,0,Ads,1
UK,27,0,Seo,1
UK,47,1,Seo,1
Ireland,37,0,Seo,1
UK,47,0,Ads,1
Ireland,50,0,Seo,1
UK,47,0,Seo,1
UK,25,1,Direct,1
UK,39,1,Ads,1
Ireland,46,0,Seo,1
UK,32,1,Ads,1
UK,31,0,Seo,1
UK,44,1,Direct,1
Ireland,58,0,Ads,1
UK,33,0,Ads,1
UK,35,0,Direct,1
Ireland,48,1,Seo,1
Ireland,45,1,Seo,1
UK,45,0,Direct,1
UK,33,0,Seo,1
UK,52,1,Ads,1
UK,50,1,Seo,1
UK,40,0,Seo,1
UK,44,1,Direct,1
Ireland,43,0,Seo,1
France,48,1,Seo,1
Ireland,44,0,Ads,1
Ireland,59,0,Direct,1
Ireland,26,0,Seo,1
Ireland,52,0,Seo,1
UK,40,1,Seo,1
Ireland,42,0,Direct,1
UK,21,0,Seo,1
UK,39,1,Seo,1
UK,46,0,Seo,1
Ireland,26,0,Ads,1
UK,59,0,Ads,1
UK,51,0,Direct,1
UK,47,0,Seo,1
UK,39,1,Ads,1
UK,56,1,Direct,1
UK,56,0,Seo,1
UK,50,1,Seo,1
UK,41,0,Seo,1
UK,44,0,Seo,1
UK,36,0,Seo,1
France,51,1,Seo,1
UK,23,0,Direct,1
UK,53,1,Direct,1
France,48,1,Direct,1
Ireland,43,1,Seo,1
Ireland,41,0,Seo,1
UK,38,0,Ads,1
France,34,0,Ads,1
UK,38,0,Ads,1
UK,56,0,Seo,1
Ireland,45,0,Seo,1
UK,57,0,Ads,1
UK,46,0,Seo,1
UK,54,1,Seo,1
Ireland,30,0,Ads,1
Ireland,44,0,Seo,1
UK,22,1,Direct,1
UK,35,0,Seo,1
UK,47,0,Direct,1
UK,24,1,Ads,1
France,57,0,Seo,1
UK,18,1,Seo,1
UK,40,1,Ads,1
Ireland,48,0,Ads,1
UK,20,0,Direct,1
UK,26,1,Seo,1
UK,49,0,Seo,1
UK,45,0,Ads,1
France,48,1,Direct,1
UK,24,0,Seo,1
Ireland,60,0,Seo,1
UK,22,1,Direct,1
UK,61,0,Seo,1
UK,21,1,Ads,1
UK,30,0,Ads,1
UK,43,0,Seo,1
UK,29,0,Seo,1
UK,45,0,Seo,1
UK,47,0,Seo,1
UK,60,1,Ads,1
UK,48,1,Ads,1
Ireland,41,0,Seo,1
UK,33,1,Seo,1
UK,20,0,Seo,1
Ireland,59,0,Direct,1
Ireland,45,1,Direct,1
Ireland,40,0,Direct,1
UK,32,1,Seo,1
France,43,0,Seo,1
UK,31,0,Ads,1
UK,44,1,Direct,1
UK,47,0,Seo,1
Ireland,46,0,Ads,1
UK,26,1,Seo,1
UK,25,1,Seo,1
UK,43,0,Seo,1
UK,52,1,Seo,1
UK,53,0,Seo,1
UK,53,1,Seo,1
Ireland,26,1,Direct,1
UK,52,0,Seo,1
Ireland,48,1,Direct,1
UK,37,0,Ads,1
Ireland,18,0,Direct,1
UK,53,1,Ads,1
UK,50,1,Direct,1
UK,43,0,Ads,1
Ireland,31,0,Seo,1
UK,45,0,Direct,1
UK,27,0,Direct,1
UK,33,0,Seo,1
UK,42,1,Ads,1
UK,31,0,Direct,1
UK,21,0,Ads,1
UK,41,1,Ads,1
UK,41,1,Seo,1
UK,64,0,Seo,1
Ireland,60,0,Seo,1
UK,49,0,Seo,1
Ireland,30,0,Seo,1
Ireland,47,1,Seo,1
UK,38,1,Seo,1
UK,51,0,Seo,1
Ireland,49,0,Ads,1
UK,18,1,Seo,1
UK,24,0,Direct,1
UK,22,0,Ads,1
Ireland,40,0,Direct,1
UK,37,0,Direct,1
UK,45,0,Seo,1
UK,38,0,Ads,1
UK,26,0,Ads,1
UK,36,1,Direct,1
UK,26,0,Seo,1
France,44,0,Seo,1
UK,46,1,Seo,1
UK,39,1,Seo,1
Ireland,63,0,Seo,1
UK,47,1,Seo,1
UK,46,0,Seo,1
UK,56,0,Direct,1
UK,48,1,Direct,1
UK,52,1,Seo,1
Ireland,65,1,Ads,1
UK,44,0,Seo,1
UK,45,0,Ads,1
UK,46,1,Seo,1
UK,52,1,Seo,1
Ireland,30,0,Seo,1
UK,28,1,Ads,1
Ireland,40,1,Seo,1
UK,35,0,Seo,1
UK,49,0,Seo,1
UK,37,0,Seo,1
UK,45,0,Ads,1
Ireland,42,0,Ads,1
UK,36,1,Seo,1
Ireland,54,1,Direct,1
Ireland,33,0,Ads,1
UK,40,1,Seo,1
Ireland,23,1,Ads,1
UK,45,0,Seo,1
UK,47,1,Seo,1
Ireland,45,0,Direct,1
Ireland,60,0,Direct,1
UK,24,0,Seo,1
UK,57,1,Ads,1
France,34,0,Ads,1
France,53,0,Ads,1
UK,37,0,Ads,1
UK,37,1,Direct,1
UK,33,0,Ads,1
UK,33,1,Direct,1
Ireland,37,0,Seo,1
UK,53,0,Seo,1
Ireland,37,0,Direct,1
UK,42,0,Direct,1
UK,31,1,Direct,1
France,45,1,Ads,1
UK,38,0,Ads,1
UK,32,0,Seo,1
UK,41,0,Ads,1
Ireland,52,1,Ads,1
France,63,0,Ads,1
UK,31,0,Seo,1
Ireland,49,0,Seo,1
Ireland,43,0,Seo,1
France,27,1,Seo,1
UK,56,0,Seo,1
UK,46,0,Ads,1
UK,53,1,Direct,1
UK,53,0,Ads,1
UK,47,0,Seo,1
UK,57,0,Seo,1
UK,48,0,Seo,1
Ireland,26,0,Seo,1
UK,23,0,Seo,1
UK,43,0,Seo,1
Ireland,50,0,Seo,1
UK,57,0,Seo,1
UK,36,0,Seo,1
UK,42,0,Seo,1
UK,27,0,Ads,1
Ireland,41,0,Seo,1
UK,43,0,Direct,1
UK,54,0,Ads,1
UK,30,1,Seo,1
UK,34,0,Seo,1
UK,66,0,Seo,1
UK,33,0,Seo,1
UK,58,0,Seo,1
Ireland,52,1,Ads,1
Ireland,22,0,Direct,1
UK,46,0,Seo,1
UK,34,0,Seo,1
UK,48,1,Seo,1
Ireland,53,0,Direct,1
Ireland,41,0,Ads,1
Ireland,30,0,Seo,1
UK,37,1,Seo,1
UK,50,0,Direct,1
UK,44,1,Direct,1
UK,44,0,Ads,1
UK,41,0,Seo,1
UK,31,0,Direct,1
UK,41,0,Seo,1
UK,48,1,Direct,1
UK,56,0,Ads,1
Ireland,41,1,Direct,1
UK,52,0,Seo,1
UK,33,0,Seo,1
UK,44,1,Direct,1
UK,29,0,Seo,1
UK,40,0,Seo,1
UK,51,0,Ads,1
Ireland,54,1,Seo,1
Ireland,32,0,Ads,1
NA,47,1,Direct,1
UK,41,0,Ads,1
UK,33,0,Direct,1
UK,45,0,Ads,1
UK,46,0,Direct,1
France,48,1,Ads,1
UK,21,0,Seo,1
UK,37,0,Direct,1
Ireland,36,0,Seo,1
France,54,0,Seo,1
France,60,1,Seo,1
UK,49,0,Seo,1
UK,53,0,Ads,1
Ireland,37,0,Seo,1
France,41,1,Ads,1
France,30,1,Ads,1
France,19,0,Ads,1
UK,51,1,Seo,1
UK,41,0,Seo,1
France,37,1,Seo,1
France,38,1,Direct,1
UK,22,1,Ads,1
UK,31,0,Direct,1
UK,45,1,Ads,1
Ireland,45,0,Seo,1
Ireland,63,0,Seo,1
Ireland,52,0,Seo,1
UK,43,0,Ads,1
Ireland,44,0,Seo,1
UK,50,0,Seo,1
UK,34,0,Seo,1
UK,20,0,Seo,1
UK,30,1,Seo,1
UK,49,1,Seo,1
Ireland,46,0,Seo,1
France,30,0,Seo,1
UK,47,0,Seo,1
UK,48,0,Ads,1
UK,20,0,Seo,1
UK,57,1,Ads,1
UK,32,0,Ads,1
UK,29,1,Seo,1
UK,40,1,Direct,1
UK,25,0,Direct,1
UK,50,0,Seo,1
UK,47,1,Seo,1
Ireland,36,0,Seo,1
NA,56,0,Seo,1
UK,41,0,Direct,1
UK,41,0,Ads,1
UK,45,0,Direct,1
Ireland,39,0,Direct,1
UK,45,1,Ads,1
France,57,0,Ads,1
UK,50,1,Direct,1
UK,36,0,Seo,1
Ireland,28,0,Ads,1
Ireland,37,1,Seo,1
Ireland,47,1,Ads,1
France,41,0,Direct,1
UK,32,1,Ads,1
UK,66,0,Direct,1
UK,62,0,Direct,1
UK,37,1,Direct,1
UK,35,0,Seo,1
UK,48,1,Seo,1
Ireland,37,0,Seo,1
UK,39,0,Ads,1
UK,29,0,Seo,1
UK,29,1,Seo,1
UK,22,1,Seo,1
UK,34,0,Direct,1
UK,38,0,Ads,1
UK,46,0,Direct,1
UK,53,0,Direct,1
UK,36,0,Seo,1
France,43,0,Seo,1
France,52,0,Seo,1
France,37,0,Ads,1
UK,42,0,Ads,1
France,36,0,Direct,1
UK,44,0,Ads,1
UK,51,0,Seo,1
Ireland,43,0,Ads,1
UK,29,1,Direct,1
Ireland,45,1,Direct,1
France,42,0,Ads,1
UK,28,0,Seo,1
UK,31,0,Ads,1
Ireland,53,0,Ads,1
UK,17,1,Seo,1
Ireland,20,1,Seo,1
UK,48,0,Direct,1
UK,43,1,Ads,1
UK,39,1,Direct,1
Ireland,26,0,Seo,1
UK,48,0,Seo,1
UK,40,0,Direct,1
UK,60,1,Ads,1
Ireland,47,1,Direct,1
France,61,1,Ads,1
Ireland,59,0,Ads,1
Ireland,58,0,Ads,1
UK,55,1,Seo,1
UK,50,0,Seo,1
UK,35,0,Seo,1
UK,53,0,Direct,1
UK,26,0,Ads,1
UK,41,0,Seo,1
Ireland,53,0,Seo,1
UK,31,0,Seo,1
UK,70,0,Ads,1
UK,41,0,Ads,1
UK,38,0,Direct,1
UK,29,1,Seo,1
UK,50,0,Seo,1
UK,41,1,Ads,1
UK,47,0,Ads,1
UK,43,0,Seo,1
UK,34,0,Seo,1
Ireland,35,1,Ads,1
UK,31,1,Seo,1
France,39,0,Ads,1
Ireland,27,0,Direct,1
UK,56,1,Seo,1
UK,34,0,Direct,1
UK,24,0,Direct,1
Ireland,57,0,Seo,1
France,55,0,Direct,1
Ireland,56,0,Ads,1
France,39,0,Seo,1
UK,46,0,Ads,1
Ireland,50,1,Seo,1
UK,23,0,Direct,1
Ireland,32,0,Seo,1
Ireland,44,0,Ads,1
Ireland,28,0,Direct,1
UK,46,1,Seo,1
UK,36,0,Ads,1
France,49,0,Ads,1
France,48,0,Ads,1
Ireland,25,0,Seo,1
Ireland,55,0,Seo,1
Ireland,28,0,Seo,1
UK,23,0,Direct,1
Ireland,36,1,Seo,1
Ireland,38,0,Ads,1
UK,44,0,Ads,1
UK,32,0,Ads,1
UK,46,0,Direct,1
Ireland,36,0,Ads,1
UK,39,0,Seo,1
UK,33,0,Seo,1
UK,47,0,Ads,1
UK,51,0,Seo,1
UK,30,1,Direct,1
UK,35,0,Ads,1
Ireland,19,1,Seo,1
Ireland,41,0,Seo,1
UK,36,0,Seo,1
Ireland,68,1,Seo,1
UK,30,1,Seo,1
UK,48,0,Seo,1
UK,50,0,Seo,1
UK,40,0,Ads,1
France,38,0,Ads,1
UK,32,0,Seo,1
UK,30,1,Seo,1
Ireland,21,0,Direct,1
UK,31,1,Seo,1
Ireland,38,0,Ads,1
UK,60,1,Direct,1
Ireland,59,0,Ads,1
UK,51,1,Seo,1
UK,48,0,Direct,1
Ireland,35,0,Seo,1
UK,31,1,Ads,1
UK,30,0,Seo,1
UK,36,0,Ads,1
Ireland,54,1,Ads,1
UK,61,0,Ads,1
France,43,0,Direct,1
France,55,1,Direct,1
Ireland,46,1,Seo,1
Ireland,38,0,Seo,1
UK,51,0,Direct,1
UK,52,0,Seo,1
Ireland,32,1,Direct,1
Ireland,51,1,Seo,1
UK,22,0,Direct,1
UK,68,0,Seo,1
UK,42,0,Seo,1
Ireland,45,0,Seo,1
UK,20,1,Ads,1
UK,44,0,Seo,1
Ireland,51,1,Ads,1
Ireland,34,0,Seo,1
UK,47,0,Ads,1
UK,34,0,Seo,1
UK,53,1,Ads,1
UK,45,0,Seo,1
UK,64,1,Ads,1
UK,38,0,Ads,1
UK,37,0,Direct,1
UK,57,1,Direct,1
UK,41,0,Ads,1
UK,49,0,Ads,1
UK,61,1,Ads,1
UK,25,1,Seo,1
UK,24,1,Seo,1
UK,26,0,Ads,1
UK,52,1,Seo,1
UK,35,0,Direct,1
UK,18,0,Seo,1
UK,46,1,Ads,1
France,35,1,Seo,1
UK,53,1,Seo,1
UK,49,0,Direct,1
Ireland,32,1,Ads,1
Ireland,47,0,Seo,1
Ireland,53,1,Seo,1
Ireland,44,0,Seo,1
UK,46,0,Ads,1
UK,40,1,Ads,1
UK,41,0,Seo,1
Ireland,47,0,Seo,1
UK,36,0,Ads,1
Ireland,39,1,Ads,1
France,26,0,Ads,1
France,54,0,Ads,1
Ireland,34,0,Ads,1
Ireland,54,0,Ads,1
France,44,1,Seo,1
UK,33,0,Direct,1
UK,49,1,Seo,1
UK,41,0,Ads,1
France,39,0,Direct,1
UK,54,1,Seo,1
UK,44,1,Seo,1
UK,41,0,Direct,1
Ireland,45,0,Ads,1
UK,25,0,Direct,1
France,30,1,Seo,1
UK,32,0,Seo,1
UK,47,0,Seo,1
UK,41,0,Seo,1
UK,59,0,Seo,1
UK,23,0,Seo,1
UK,31,0,Direct,1
Ireland,25,0,Ads,1
UK,41,0,Ads,1
UK,44,0,Seo,1
UK,50,1,Seo,1
UK,41,0,Direct,1
Ireland,26,1,Seo,1
UK,40,0,Ads,1
UK,62,0,Seo,1
Ireland,28,1,Seo,1
UK,50,1,Direct,1
UK,63,1,Direct,1
UK,23,0,Seo,1
UK,25,1,Seo,1
France,27,0,Seo,1
UK,38,0,Direct,1
UK,31,0,Direct,1
UK,36,1,Direct,1
UK,33,0,Seo,1
Ireland,28,0,Ads,1
Ireland,28,0,Direct,1
UK,21,0,Seo,1
UK,30,1,Seo,1
UK,47,0,Direct,1
UK,37,0,Seo,1
Ireland,52,0,Seo,1
Ireland,45,0,Ads,1
UK,54,0,Direct,1
UK,50,0,Seo,1
UK,48,1,Seo,1
Ireland,48,1,Ads,1
UK,42,0,Seo,1
Ireland,37,0,Seo,1
UK,59,0,Seo,1
Ireland,41,0,Direct,1
UK,39,0,Seo,1
UK,31,0,Seo,1
UK,45,0,Direct,1
UK,42,0,Seo,1
Ireland,49,0,Seo,1
UK,38,0,Direct,1
UK,36,1,Seo,1
Ireland,47,0,Ads,1
Ireland,30,0,Seo,1
UK,39,1,Ads,1
UK,60,0,Seo,1
UK,32,0,Ads,1
UK,27,0,Ads,1
France,65,0,Seo,1
Ireland,38,0,Seo,1
UK,51,0,Seo,1
UK,45,1,Seo,1
UK,46,0,Ads,1
UK,44,0,Seo,1
Ireland,38,0,Seo,1
UK,35,0,Ads,1
UK,42,0,Ads,1
UK,29,0,Ads,1
Ireland,32,1,Ads,1
UK,47,0,Seo,1
Ireland,33,0,Seo,1
UK,49,1,Ads,1
UK,44,0,Ads,1
UK,61,0,Seo,1
UK,24,0,Direct,1
UK,48,1,Ads,1
UK,40,1,Direct,1
UK,50,1,Direct,1
UK,64,0,Seo,1
UK,40,1,Seo,1
Ireland,28,0,Seo,1
Ireland,33,0,Seo,1
UK,29,0,Seo,1
UK,47,0,Ads,1
UK,42,1,Ads,1
UK,22,0,Ads,1
UK,25,0,Seo,1
UK,51,0,Seo,1
UK,53,0,Direct,1
UK,21,1,Direct,1
UK,33,1,Seo,1
UK,48,0,Seo,1
France,55,0,Ads,1
UK,38,0,Ads,1
Ireland,55,1,Seo,1
UK,34,1,Direct,1
UK,71,1,Direct,1
UK,41,0,Direct,1
UK,34,1,Direct,1
UK,30,0,Ads,1
UK,37,0,Seo,1
UK,28,0,Seo,1
NA,57,0,Direct,1
UK,25,0,Seo,1
UK,30,0,Ads,1
UK,35,0,Direct,1
France,47,0,Ads,1
France,39,0,Seo,1
UK,47,0,Ads,1
Ireland,28,0,Direct,1
UK,49,0,Seo,1
UK,56,0,Direct,1
Ireland,30,0,Ads,1
Ireland,32,0,Ads,1
UK,72,0,Seo,1
UK,50,0,Direct,1
UK,55,0,Seo,1
UK,28,0,Seo,1
Ireland,55,0,Seo,1
UK,36,1,Ads,1
Ireland,44,0,Ads,1
UK,54,0,Seo,1
UK,64,0,Seo,1
UK,22,0,Ads,1
UK,52,1,Seo,1
UK,23,0,Ads,1
UK,52,0,Seo,1
UK,31,1,Seo,1
France,50,1,Ads,1
UK,42,0,Ads,1
UK,36,0,Ads,1
UK,35,1,Ads,1
Ireland,22,0,Ads,1
UK,52,0,Ads,1
UK,26,1,Direct,1
UK,46,1,Seo,1
UK,62,0,Seo,1
UK,44,1,Direct,1
UK,45,0,Direct,1
UK,37,0,Ads,1
UK,29,0,Seo,1
UK,46,0,Ads,1
UK,30,0,Ads,1
Ireland,56,0,Ads,1
France,58,0,Seo,1
UK,18,0,Ads,1
UK,42,1,Direct,1
UK,35,0,Seo,1
France,47,0,Seo,1
UK,29,0,Ads,1
UK,41,0,Seo,1
UK,52,0,Ads,1
UK,58,0,Seo,1
UK,63,1,Seo,1
UK,55,1,Ads,1
UK,32,0,Seo,1
UK,25,0,Seo,1
Ireland,28,0,Ads,1
UK,25,0,Seo,1
UK,45,0,Seo,1
UK,52,1,Ads,1
UK,51,0,Seo,1
Ireland,56,1,Seo,1
Ireland,43,1,Ads,1
Ireland,46,0,Seo,1
Ireland,42,0,Ads,1
UK,41,0,Ads,1
UK,26,0,Seo,1
UK,64,0,Seo,1
UK,24,0,Seo,1
Ireland,52,0,Ads,1
UK,47,0,Seo,1
UK,41,1,Seo,1
UK,50,0,Seo,1
UK,58,1,Ads,1
UK,39,0,Seo,1
UK,34,0,Seo,1
UK,54,0,Direct,1
UK,28,0,Seo,1
UK,55,0,Seo,1
Ireland,50,0,Seo,1
France,47,0,Seo,1
Ireland,61,0,Ads,1
NA,19,0,Seo,1
UK,28,1,Seo,1
UK,41,0,Seo,1
UK,47,0,Seo,1
Ireland,38,0,Ads,1
UK,32,0,Ads,1
UK,37,0,Seo,1
Ireland,32,1,Seo,1
UK,21,1,Ads,1
UK,53,1,Seo,1
UK,26,1,Direct,1
Ireland,50,1,Direct,1
Ireland,44,1,Ads,1
UK,55,0,Direct,1
Ireland,40,0,Seo,1
UK,34,1,Seo,1
UK,47,0,Seo,1
UK,24,0,Direct,1
Ireland,31,1,Direct,1
UK,21,0,Seo,1
France,33,0,Seo,1
Ireland,45,0,Ads,1
Ireland,38,0,Seo,1
Ireland,38,1,Direct,1
UK,37,0,Ads,1
Ireland,47,1,Ads,1
Ireland,53,1,Ads,1
UK,35,0,Ads,1
France,31,0,Direct,1
UK,32,0,Seo,1
Ireland,48,0,Direct,1
UK,39,1,Direct,1
UK,55,0,Seo,1
UK,27,0,Ads,1
UK,55,1,Ads,1
France,43,0,Seo,1
Ireland,45,0,Seo,1
UK,34,0,Seo,1
UK,30,0,Direct,1
UK,27,0,Ads,1
UK,43,1,Seo,1
UK,37,0,Seo,1
UK,48,0,Seo,1
UK,21,0,Seo,1
UK,49,1,Direct,1
UK,60,0,Direct,1
UK,62,0,Direct,1
Ireland,41,1,Direct,1
Ireland,35,0,Seo,1
UK,47,0,Direct,1
UK,58,0,Direct,1
UK,33,1,Direct,1
Ireland,59,0,Direct,1
Ireland,56,0,Seo,1
UK,32,0,Direct,1
UK,48,0,Direct,1
UK,39,0,Direct,1
Ireland,50,1,Seo,1
Ireland,17,0,Seo,1
France,41,1,Seo,1
UK,66,1,Ads,1
UK,37,1,Direct,1
UK,62,0,Seo,1
UK,40,1,Seo,1
Ireland,28,0,Seo,1
UK,23,1,Seo,1
UK,26,0,Ads,1
UK,19,0,Direct,1
France,37,0,Ads,1
UK,47,0,Seo,1
UK,49,0,Direct,1
Ireland,34,0,Seo,1
UK,47,1,Seo,1
UK,44,0,Seo,1
UK,47,0,Seo,1
UK,30,0,Direct,1
UK,35,0,Seo,1
UK,45,1,Direct,1
UK,47,0,Ads,1
Ireland,52,1,Seo,1
UK,41,1,Ads,1
Ireland,26,1,Direct,1
Ireland,42,0,Ads,1
Ireland,39,1,Seo,1
Ireland,40,0,Seo,1
Ireland,31,0,Ads,1
Ireland,38,0,Ads,1
UK,42,0,Ads,1
UK,51,0,Seo,1
UK,44,0,Seo,1
Ireland,38,1,Seo,1
France,42,1,Direct,1
Ireland,47,1,Seo,1
UK,39,0,Ads,1
UK,33,1,Ads,1
UK,35,0,Seo,1
Ireland,65,0,Seo,1
UK,35,0,Seo,1
UK,40,0,Ads,1
Ireland,30,0,Seo,1
UK,54,0,Direct,1
Ireland,52,1,Direct,1
UK,21,0,Seo,1
Ireland,28,0,Direct,1
Ireland,21,0,Direct,1
UK,41,1,Ads,1
Ireland,60,0,Seo,1
UK,37,0,Seo,1
UK,27,1,Seo,1
UK,27,0,Seo,1
UK,42,1,Ads,1
UK,27,1,Seo,1
UK,51,0,Seo,1
UK,24,1,Ads,1
UK,41,1,Ads,1
France,37,0,Direct,1
UK,49,0,Seo,1
UK,47,0,Seo,1
UK,50,1,Seo,1
UK,36,0,Ads,1
UK,60,1,Seo,1
UK,32,0,Seo,1
UK,66,1,Ads,1
UK,42,0,Seo,1
UK,32,0,Ads,1
UK,40,1,Ads,1
France,33,0,Seo,1
UK,39,0,Seo,1
UK,49,0,Ads,1
France,55,0,Seo,1
France,49,0,Seo,1
France,42,0,Ads,1
Ireland,51,0,Seo,1
UK,32,1,Ads,1
UK,28,0,Seo,1
Ireland,56,1,Ads,1
UK,25,0,Seo,1
UK,40,0,Seo,1
Ireland,56,0,Ads,1
Ireland,41,1,Direct,1
UK,52,0,Direct,1
UK,36,0,Ads,1
UK,26,0,Direct,1
